city,city_ascii,state_id,state_name,county_name,timezone,ranking,zips,id
Glenwood,Glenwood,GA,Georgia,Wheeler,America/New_York,3,30428,1840013833
Mortons Gap,Mortons Gap,KY,Kentucky,Hopkins,America/Chicago,3,42431 42440,1840014368
Fairfield,Fairfield,MT,Montana,Teton,America/Denver,3,59436,1840021088
Cedar Crest,Cedar Crest,NM,New Mexico,Bernalillo,America/Denver,3,87008,1840017876
Bethel Springs,Bethel Springs,TN,Tennessee,McNairy,America/Chicago,3,38315,1840015463
Lakeport,Lakeport,MI,Michigan,St. Clair,America/Detroit,3,48059,1840031753
Whitewood,Whitewood,SD,South Dakota,Lawrence,America/Denver,3,57793,1840002375
Oldenburg,Oldenburg,IN,Indiana,Franklin,America/Indiana/Indianapolis,3,47006 47036,1840009598
Hopeland,Hopeland,PA,Pennsylvania,Lancaster,America/New_York,3,17578 17543 17533,1840024336
Startup,Startup,WA,Washington,Snohomish,America/Los_Angeles,3,98294 98293,1840018380
Marco Shores-Hammock Bay,Marco Shores-Hammock Bay,FL,Florida,Collier,America/New_York,3,34114,1840152946
North Irwin,North Irwin,PA,Pennsylvania,Westmoreland,America/New_York,3,15642,1840001154
King City,King City,MO,Missouri,Gentry,America/Chicago,3,64463,1840008363
Smoot,Smoot,WY,Wyoming,Lincoln,America/Denver,3,83126 83110,1840018660
La Farge,La Farge,WI,Wisconsin,Vernon,America/Chicago,3,54639,1840002692
Odessa,Odessa,WA,Washington,Lincoln,America/Los_Angeles,3,99159,1840022295
West Alto Bonito,West Alto Bonito,TX,Texas,Starr,America/Chicago,3,78582,1840037119
Crowder,Crowder,MS,Mississippi,Quitman,America/Chicago,3,38622,1840016646
Owaneco,Owaneco,IL,Illinois,Christian,America/Chicago,3,62555,1840012548
Clay City,Clay City,IL,Illinois,Clay,America/Chicago,3,62824,1840010727
Axtell,Axtell,NE,Nebraska,Kearney,America/Chicago,3,68924,1840012065
Wanblee,Wanblee,SD,South Dakota,Jackson,America/Denver,3,57577,1840006816
Attapulgus,Attapulgus,GA,Georgia,Decatur,America/New_York,3,39815,1840013898
Klawock,Klawock,AK,Alaska,Prince of Wales-Hyder,America/Sitka,3,99925,1840023523
Hemingford,Hemingford,NE,Nebraska,Box Butte,America/Denver,3,69348,1840011188
Strykersville,Strykersville,NY,New York,Wyoming,America/New_York,3,14145,1840025472
Bardwell,Bardwell,KY,Kentucky,Carlisle,America/Chicago,3,42023,1840013287
Dewar,Dewar,OK,Oklahoma,Okmulgee,America/Chicago,3,74431,1840021714
Ivy,Ivy,VA,Virginia,Albemarle,America/New_York,3,22901 22903 22945,1840026776
Pleasant Hill,Pleasant Hill,TX,Texas,Polk,America/Chicago,3,75939,1840025987
Cumby,Cumby,TX,Texas,Hopkins,America/Chicago,3,75433,1840019405
Rockvale,Rockvale,CO,Colorado,Fremont,America/Denver,3,81244,1840021494
Nuangola,Nuangola,PA,Pennsylvania,Luzerne,America/New_York,3,18707,1840000764
Saltillo,Saltillo,TN,Tennessee,Hardin,America/Chicago,3,38370,1840017863
Sanford,Sanford,MI,Michigan,Midland,America/Detroit,3,48657,1840010955
Motley,Motley,VA,Virginia,Pittsylvania,America/New_York,3,24563 24557,1840026887
Bayshore,Bayshore,OR,Oregon,Lincoln,America/Los_Angeles,3,97394,1840146537
Wallace,Wallace,CA,California,Calaveras,America/Los_Angeles,3,95254,1840018871
Mi-Wuk Village,Mi-Wuk Village,CA,California,Tuolumne,America/Los_Angeles,3,95346 95383,1840018879
Accoville,Accoville,WV,West Virginia,Logan,America/New_York,3,25606,1840038107
Bevier,Bevier,MO,Missouri,Macon,America/Chicago,3,63532,1840007272
Lyndonville,Lyndonville,NY,New York,Orleans,America/New_York,3,14098,1840004263
Mount Summit,Mount Summit,IN,Indiana,Henry,America/Indiana/Indianapolis,3,47361 47362,1840009484
Hopedale,Hopedale,IL,Illinois,Tazewell,America/Chicago,3,61747,1840011986
Jasper,Jasper,MN,Minnesota,Rock,America/Chicago,3,56144,1840007907
Steele,Steele,ND,North Dakota,Kidder,America/Chicago,3,58482,1840001918
Fort Green Springs,Fort Green Springs,FL,Florida,Hardee,America/New_York,3,33834,1840025165
Plattsville,Plattsville,CT,Connecticut,Greater Bridgeport,America/New_York,3,06825 06612,1840044666
Quebrada,Quebrada,PR,Puerto Rico,Camuy,America/Puerto_Rico,3,627,1630023552
Arabi,Arabi,GA,Georgia,Crisp,America/New_York,3,31712,1840015847
Lake Latonka,Lake Latonka,PA,Pennsylvania,Mercer,America/New_York,3,16137,1840026315
Wells,Wells,TX,Texas,Cherokee,America/Chicago,3,75976,1840023106
East Avon,East Avon,NY,New York,Livingston,America/New_York,3,14414,1840024070
Conneautville,Conneautville,PA,Pennsylvania,Crawford,America/New_York,3,16406,1840000555
Pleasant View Village,Pleasant View Village,IN,Indiana,Bartholomew,America/Indiana/Indianapolis,4,46124,1840055421
Browndale,Browndale,PA,Pennsylvania,Wayne,America/New_York,3,18421,1840001975
Deer Park,Deer Park,CA,California,Napa,America/Los_Angeles,3,94574 94576,1840028366
Alta,Alta,CA,California,Placer,America/Los_Angeles,3,95701,1840025619
McCool Junction,McCool Junction,NE,Nebraska,York,America/Chicago,3,68401,1840011823
Beaver Springs,Beaver Springs,PA,Pennsylvania,Snyder,America/New_York,3,17812,1840005359
Red Cross,Red Cross,NC,North Carolina,Stanly,America/New_York,3,28129 28097,1840017854
New Site,New Site,AL,Alabama,Tallapoosa,America/Chicago,3,36256,1840016915
Ponemah,Ponemah,MN,Minnesota,Beltrami,America/Chicago,3,56666,1840003993
North Haverhill,North Haverhill,NH,New Hampshire,Grafton,America/New_York,3,3774,1840033204
Batavia,Batavia,MT,Montana,Flathead,America/Denver,3,59901,1840032772
McLeansville,McLeansville,NC,North Carolina,Guilford,America/New_York,3,27301 27249,1840013355
San Jose,San Jose,NM,New Mexico,Rio Arriba,America/Denver,3,87532,1840138591
Malin,Malin,OR,Oregon,Klamath,America/Los_Angeles,3,97632,1840020052
Sabinal,Sabinal,TX,Texas,Uvalde,America/Chicago,3,78881,1840020968
Prairie City,Prairie City,OR,Oregon,Grant,America/Los_Angeles,3,97869,1840019983
Foxfield,Foxfield,CO,Colorado,Arapahoe,America/Denver,3,80016,1840021442
Oakville,Oakville,WA,Washington,Grays Harbor,America/Los_Angeles,3,98568,1840019848
Hebron,Hebron,ND,North Dakota,Morton,America/North_Dakota/New_Salem,3,58638,1840000198
Meridian Station,Meridian Station,MS,Mississippi,Lauderdale,America/Chicago,4,39309 39305,1840073864
Mulberry Grove,Mulberry Grove,IL,Illinois,Bond,America/Chicago,3,62262,1840012781
Tidioute,Tidioute,PA,Pennsylvania,Warren,America/New_York,3,16351,1840003336
Middle Amana,Middle Amana,IA,Iowa,Iowa,America/Chicago,3,52307 52203,1840026250
Denmark,Denmark,IA,Iowa,Lee,America/Chicago,3,52627 52624 52658,1840026405
Mott,Mott,ND,North Dakota,Hettinger,America/Denver,3,58646,1840000221
Ponce de Leon,Ponce de Leon,FL,Florida,Holmes,America/Chicago,3,32455,1840017164
Rule,Rule,TX,Texas,Haskell,America/Chicago,3,79547,1840022026
Sanders,Sanders,AZ,Arizona,Apache,America/Denver,3,86512,1840022626
Maringouin,Maringouin,LA,Louisiana,Iberville,America/Chicago,3,70757,1840017192
Andrews,Andrews,FL,Florida,Levy,America/New_York,3,32626 32693,1840028972
St. Florian,St. Florian,AL,Alabama,Lauderdale,America/Chicago,3,35634,1840017892
Friendship,Friendship,WI,Wisconsin,Adams,America/Chicago,3,53934,1840002233
Midway,Midway,PA,Pennsylvania,Adams,America/New_York,2,17344 17331,1840145546
Akutan,Akutan,AK,Alaska,Aleutians East,America/Nome,3,99553,1840023265
Wartrace,Wartrace,TN,Tennessee,Bedford,America/Chicago,3,37183,1840016309
Waikoloa Beach Resort,Waikoloa Beach Resort,HI,Hawaii,Hawaii,Pacific/Honolulu,3,96743 96738,1840150019
Hemlock,Hemlock,NY,New York,Livingston,America/New_York,3,14466,1840024073
Watterson Park,Watterson Park,KY,Kentucky,Jefferson,America/New_York,3,40218 40213,1840015198
Menno,Menno,SD,South Dakota,Hutchinson,America/Chicago,3,57045,1840002860
Black Creek,Black Creek,NC,North Carolina,Wilson,America/New_York,3,27813,1840015382
Houston Acres,Houston Acres,KY,Kentucky,Jefferson,America/New_York,3,40220,1840030478
Bridge Creek,Bridge Creek,OK,Oklahoma,Grady,America/Chicago,3,73010 73089,1840021801
Gilbertville,Gilbertville,IA,Iowa,Black Hawk,America/Chicago,3,50634,1840008063
Downey,Downey,ID,Idaho,Bannock,America/Boise,3,83234,1840018670
Keysville,Keysville,VA,Virginia,Charlotte,America/New_York,3,23947,1840006466
Tatum,Tatum,NM,New Mexico,Lea,America/Denver,3,88267,1840022962
Indian Springs,Indian Springs,NV,Nevada,Clark,America/Los_Angeles,3,89018 89124,1840017688
Wilroads Gardens,Wilroads Gardens,KS,Kansas,Ford,America/Chicago,3,67801,1840030179
Braymer,Braymer,MO,Missouri,Caldwell,America/Chicago,3,64624,1840005588
Grand View Estates,Grand View Estates,CO,Colorado,Douglas,America/Denver,3,80134,1840028452
Georgetown,Georgetown,ID,Idaho,Bear Lake,America/Boise,3,83239,1840029706
Benzonia,Benzonia,MI,Michigan,Benzie,America/Detroit,3,49616,1840010930
Hamer,Hamer,SC,South Carolina,Dillon,America/New_York,3,29547,1840106344
Little Falls,Little Falls,ME,Maine,Cumberland,America/New_York,3,04038 04082,1840031522
Scribner,Scribner,NE,Nebraska,Dodge,America/Chicago,3,68057,1840000567
Foreston,Foreston,MN,Minnesota,Mille Lacs,America/Chicago,3,56330,1840007760
Niota,Niota,TN,Tennessee,McMinn,America/New_York,3,37826,1840014549
Hardwood Acres,Hardwood Acres,MI,Michigan,Benzie,America/Detroit,3,49650,1840039585
Scooba,Scooba,MS,Mississippi,Kemper,America/Chicago,3,39358,1840018083
Palmer,Palmer,TN,Tennessee,Grundy,America/Chicago,3,37365,1840016345
Walton,Walton,IN,Indiana,Cass,America/Indiana/Indianapolis,3,46994 46904,1840010363
McClellanville,McClellanville,SC,South Carolina,Charleston,America/New_York,3,29458,1840017284
Pioneer Junction,Pioneer Junction,MT,Montana,Lincoln,America/Denver,3,59923,1840023746
Columbiaville,Columbiaville,MI,Michigan,Lapeer,America/Detroit,3,48421,1840010999
Waverly Hall,Waverly Hall,GA,Georgia,Harris,America/New_York,3,31831,1840016960
Rising Star,Rising Star,TX,Texas,Eastland,America/Chicago,3,76471,1840022096
Virgin,Virgin,UT,Utah,Washington,America/Denver,3,84779 84737,1840022561
Miracle Valley,Miracle Valley,AZ,Arizona,Cochise,America/Phoenix,3,85615,1840023089
Briaroaks,Briaroaks,TX,Texas,Johnson,America/Chicago,3,76028,1840019466
Milton,Milton,KY,Kentucky,Trimble,America/New_York,3,40045,1840014276
Niantic,Niantic,IL,Illinois,Macon,America/Chicago,3,62551,1840012430
Lashmeet,Lashmeet,WV,West Virginia,Mercer,America/New_York,3,24747,1840038147
Lakeside,Lakeside,CA,California,Kern,America/Los_Angeles,3,93311 93313,1840153148
Cumberland,Cumberland,OK,Oklahoma,Marshall,America/Chicago,3,73446,1840034437
Russia,Russia,OH,Ohio,Shelby,America/New_York,3,45363,1840012196
Morning Sun,Morning Sun,IA,Iowa,Louisa,America/Chicago,3,52640,1840008248
Nelliston,Nelliston,NY,New York,Montgomery,America/New_York,3,13428 13339 13410,1840004405
Cranesville,Cranesville,PA,Pennsylvania,Erie,America/New_York,3,16410 16401,1840000475
Rohrerstown,Rohrerstown,PA,Pennsylvania,Lancaster,America/New_York,4,17603,1840101071
La Moille,La Moille,IL,Illinois,Bureau,America/Chicago,3,61330,1840011568
Patton Village,Patton Village,CA,California,Lassen,America/Los_Angeles,3,96113,1840028300
Tonica,Tonica,IL,Illinois,LaSalle,America/Chicago,3,61370,1840011541
Boling,Boling,TX,Texas,Wharton,America/Chicago,3,77420,1840025142
Walker,Walker,IA,Iowa,Linn,America/Chicago,3,52352,1840010126
Dugger,Dugger,IN,Indiana,Sullivan,America/Indiana/Indianapolis,3,47848,1840009630
Gray Court,Gray Court,SC,South Carolina,Laurens,America/New_York,3,29645,1840016594
Minatare,Minatare,NE,Nebraska,Scotts Bluff,America/Denver,3,69356,1840008140
Seligman,Seligman,AZ,Arizona,Yavapai,America/Phoenix,3,86337,1840019164
Frankfort,Frankfort,KS,Kansas,Marshall,America/Chicago,3,66427,1840008424
Lomas,Lomas,PR,Puerto Rico,Canóvanas,America/Puerto_Rico,3,729,1630035509
Onamia,Onamia,MN,Minnesota,Mille Lacs,America/Chicago,3,56359,1840008867
Arcadia University,Arcadia University,PA,Pennsylvania,Montgomery,America/New_York,2,19038,1840043391
Ferrelview,Ferrelview,MO,Missouri,Platte,America/Chicago,3,64163,1840012630
McKenzie,McKenzie,AL,Alabama,Butler,America/Chicago,3,36456,1840017055
Browns Crossing,Browns Crossing,IN,Indiana,Morgan,America/Indiana/Indianapolis,4,46151,1840054381
Morrison,Morrison,OK,Oklahoma,Noble,America/Chicago,3,73061,1840022652
Salome,Salome,AZ,Arizona,La Paz,America/Phoenix,3,85348,1840019269
Deer Lake,Deer Lake,PA,Pennsylvania,Schuylkill,America/New_York,3,17961 17922,1840002757
Loretto,Loretto,KY,Kentucky,Marion,America/New_York,3,40037,1840015236
Bonanza,Bonanza,AR,Arkansas,Sebastian,America/Chicago,3,72916,1840013460
Rosman,Rosman,NC,North Carolina,Transylvania,America/New_York,3,28712 28772,1840017862
North Freedom,North Freedom,WI,Wisconsin,Sauk,America/Chicago,3,53951,1840002724
Riviera,Riviera,TX,Texas,Kleberg,America/Chicago,3,78379,1840026058
McLean,McLean,IL,Illinois,McLean,America/Chicago,3,61754,1840011980
Sterling,Sterling,OK,Oklahoma,Comanche,America/Chicago,3,73567,1840022822
Stockertown,Stockertown,PA,Pennsylvania,Northampton,America/New_York,3,18083 18040 18045,1840000980
Pecan Hill,Pecan Hill,TX,Texas,Ellis,America/Chicago,3,75154 75165,1840020760
Chickasaw Point,Chickasaw Point,SC,South Carolina,Oconee,America/New_York,3,29693,1840145673
Conway,Conway,NC,North Carolina,Northampton,America/New_York,3,27820,1840016041
Millerton,Millerton,CA,California,Fresno,America/Los_Angeles,4,93626,1840146804
Bailey's Prairie,Bailey's Prairie,TX,Texas,Brazoria,America/Chicago,4,77515,1840036367
Polvadera,Polvadera,NM,New Mexico,Socorro,America/Denver,3,87828,1840025015
Terrytown,Terrytown,NE,Nebraska,Scotts Bluff,America/Denver,3,69341,1840011397
El Duende,El Duende,NM,New Mexico,Rio Arriba,America/Denver,3,87537,1840024830
Neopit,Neopit,WI,Wisconsin,Menominee,America/Chicago,3,54150,1840004030
Waldron,Waldron,IN,Indiana,Shelby,America/Indiana/Indianapolis,3,46182,1840026630
Jeffersonville,Jeffersonville,VT,Vermont,Lamoille,America/New_York,3,5464,1840004078
Ellsworth,Ellsworth,PA,Pennsylvania,Washington,America/New_York,3,15331,1840003654
San Pablo,San Pablo,NM,New Mexico,Doña Ana,America/Denver,3,88005,1840025090
Stratton,Stratton,CO,Colorado,Kit Carson,America/Denver,3,80836,1840022452
Cherry Grove,Cherry Grove,WA,Washington,Clark,America/Los_Angeles,3,98604,1840037538
Pleasant Ridge,Pleasant Ridge,KY,Kentucky,Daviess,America/Chicago,3,42376,1840060477
Taylortown,Taylortown,NC,North Carolina,Moore,America/New_York,3,28374 27376,1840016356
New Hamburg,New Hamburg,NY,New York,Dutchess,America/New_York,3,12590,1840084686
Esperanza,Esperanza,PR,Puerto Rico,Vieques,America/Puerto_Rico,3,765,1630023731
McKnightstown,McKnightstown,PA,Pennsylvania,Adams,America/New_York,3,17307 17343,1840026578
Milan,Milan,GA,Georgia,Telfair,America/New_York,3,31060,1840014922
Lynch,Lynch,KY,Kentucky,Harlan,America/New_York,3,40855,1840015265
Matador,Matador,TX,Texas,Motley,America/Chicago,3,79244,1840022881
Lost Nation,Lost Nation,IL,Illinois,Ogle,America/Chicago,3,61021,1840029893
Yukon,Yukon,PA,Pennsylvania,Westmoreland,America/New_York,3,15698,1840026441
San Mateo,San Mateo,NM,New Mexico,Cibola,America/Denver,3,87020,1840024967
Augusta,Augusta,MI,Michigan,Kalamazoo,America/Detroit,3,49012,1840011209
Lime Lake,Lime Lake,NY,New York,Cattaraugus,America/New_York,3,14042 14101,1840024096
New Summerfield,New Summerfield,TX,Texas,Cherokee,America/Chicago,3,75766 75780,1840020791
Rushford Village,Rushford Village,MN,Minnesota,Fillmore,America/Chicago,3,55962 55971,1840009015
Benítez,Benitez,PR,Puerto Rico,Canóvanas,America/Puerto_Rico,3,729,1630035475
Twin Valley,Twin Valley,MN,Minnesota,Norman,America/Chicago,3,56584,1840009966
Alexandria,Alexandria,SD,South Dakota,Hanson,America/Chicago,3,57311,1840002643
Patterson Heights,Patterson Heights,PA,Pennsylvania,Beaver,America/New_York,3,15010,1840001029
Lake Eliza,Lake Eliza,IN,Indiana,Porter,America/Chicago,4,46341 46385,1840055014
Oxford,Oxford,NE,Nebraska,Furnas,America/Chicago,3,68967,1840012278
Hollis Crossroads,Hollis Crossroads,AL,Alabama,Cleburne,America/Chicago,3,36264 36258,1840022933
Branchville,Branchville,NJ,New Jersey,Sussex,America/New_York,3,07826 07890,1840000785
Oxford,Oxford,MD,Maryland,Talbot,America/New_York,3,21654,1840006090
Oaktown,Oaktown,IN,Indiana,Knox,America/Indiana/Vincennes,3,47561,1840009733
Maple Rapids,Maple Rapids,MI,Michigan,Clinton,America/Detroit,3,48835 48853,1840011025
Roanoke,Roanoke,LA,Louisiana,Jefferson Davis,America/Chicago,3,70581,1840026024
Savona,Savona,NY,New York,Steuben,America/New_York,3,14879,1840004553
New Berlin,New Berlin,TX,Texas,Guadalupe,America/Chicago,3,78124 78121 78155,1840020945
Aspen Park,Aspen Park,CO,Colorado,Jefferson,America/Denver,3,80433,1840017538
Woodson,Woodson,AR,Arkansas,Pulaski,America/Chicago,3,72065 72206 72180,1840013536
Prospect,Prospect,OR,Oregon,Jackson,America/Los_Angeles,3,97536,1840025460
Toughkenamon,Toughkenamon,PA,Pennsylvania,Chester,America/New_York,3,19374 19311,1840005505
La Cueva,La Cueva,NM,New Mexico,Santa Fe,America/Denver,3,87535,1840153128
Saxton,Saxton,PA,Pennsylvania,Bedford,America/New_York,3,16678,1840001406
Vernon,Vernon,FL,Florida,Washington,America/Chicago,3,32462,1840015906
Sequoyah,Sequoyah,OK,Oklahoma,Rogers,America/Chicago,3,74017,1840034585
Ainsworth,Ainsworth,IA,Iowa,Washington,America/Chicago,3,52201,1840007102
Congerville,Congerville,IL,Illinois,Woodford,America/Chicago,3,61729,1840011942
Solon Springs,Solon Springs,WI,Wisconsin,Douglas,America/Chicago,3,54873,1840003909
Manderson-White Horse Creek,Manderson-White Horse Creek,SD,South Dakota,Oglala Lakota,America/Denver,4,57756,1840035310
Grafton,Grafton,IL,Illinois,Jersey,America/Chicago,3,62037,1840008529
Wadsworth,Wadsworth,NV,Nevada,Washoe,America/Los_Angeles,3,89442,1840018710
Healy,Healy,AK,Alaska,Denali,America/Anchorage,3,99743,1840023381
Maricopa Colony,Maricopa Colony,AZ,Arizona,Maricopa,America/Phoenix,4,85339,1840042770
Presque Isle Harbor,Presque Isle Harbor,MI,Michigan,Presque Isle,America/Detroit,4,49777,1840039592
Folsom,Folsom,LA,Louisiana,St. Tammany,America/Chicago,3,70437,1840018223
Noorvik,Noorvik,AK,Alaska,Northwest Arctic,America/Anchorage,3,99763,1840023495
Oak Run,Oak Run,IL,Illinois,Knox,America/Chicago,3,61428,1840025536
Tilden,Tilden,IL,Illinois,Randolph,America/Chicago,3,62292,1840012941
Hartland,Hartland,MI,Michigan,Livingston,America/Detroit,3,48353 48430,1840070839
Philadelphia,Philadelphia,TN,Tennessee,Loudon,America/New_York,3,37846,1840014513
Iron Station,Iron Station,NC,North Carolina,Lincoln,America/New_York,3,28080,1840025819
Sarepta,Sarepta,LA,Louisiana,Webster,America/Chicago,3,71071,1840018060
Point Hope,Point Hope,AK,Alaska,North Slope,America/Nome,3,99766,1840023484
Rocksprings,Rocksprings,TX,Texas,Edwards,America/Chicago,3,78880,1840022192
Sonoita,Sonoita,AZ,Arizona,Santa Cruz,America/Phoenix,3,85637,1840019536
East Tulare Villa,East Tulare Villa,CA,California,Tulare,America/Los_Angeles,3,93274,1840042218
Westley,Westley,CA,California,Stanislaus,America/Los_Angeles,3,95363 95387,1840018911
Virginia City,Virginia City,NV,Nevada,Storey,America/Los_Angeles,3,89440,1840026641
Allenwood,Allenwood,NJ,New Jersey,Monmouth,America/New_York,3,07719 08720 08724,1840005438
Oceanville,Oceanville,NJ,New Jersey,Atlantic,America/New_York,3,8205,1840081151
Adena,Adena,OH,Ohio,Jefferson,America/New_York,3,43901,1840010408
New Berlin,New Berlin,PA,Pennsylvania,Union,America/New_York,3,17855,1840003533
Scurry,Scurry,TX,Texas,Kaufman,America/Chicago,3,75158,1840023037
Port Trevorton,Port Trevorton,PA,Pennsylvania,Snyder,America/New_York,3,17864,1840005363
McIntyre,McIntyre,GA,Georgia,Wilkinson,America/New_York,3,31054,1840016941
Renova,Renova,MS,Mississippi,Bolivar,America/Chicago,3,38732,1840017977
Hamden,Hamden,OH,Ohio,Vinton,America/New_York,3,45634,1840012686
Arlington,Arlington,OR,Oregon,Gilliam,America/Los_Angeles,3,97812 97861,1840018546
Brantleyville,Brantleyville,AL,Alabama,Shelby,America/Chicago,3,35114,1840022963
Schram City,Schram City,IL,Illinois,Montgomery,America/Chicago,3,62049,1840012644
Greenwood,Greenwood,MN,Minnesota,Hennepin,America/Chicago,3,55331,1840006748
Baywood,Baywood,VA,Virginia,Grayson,America/New_York,3,24333,1840118819
Walnut Grove,Walnut Grove,MN,Minnesota,Redwood,America/Chicago,3,56180,1840010017
Davenport,Davenport,OK,Oklahoma,Lincoln,America/Chicago,3,74026,1840021711
Mackay,Mackay,ID,Idaho,Custer,America/Boise,3,83251,1840019985
North Gate,North Gate,CA,California,Contra Costa,America/Los_Angeles,3,94598,1840075981
Glendale,Glendale,OR,Oregon,Douglas,America/Los_Angeles,3,97442,1840020031
Alexis,Alexis,IL,Illinois,Warren,America/Chicago,3,61412,1840010324
Annabella,Annabella,UT,Utah,Sevier,America/Denver,3,84711,1840021476
Russellville,Russellville,TN,Tennessee,Hamblen,America/New_York,3,37860 37891,1840036094
Atlas,Atlas,PA,Pennsylvania,Northumberland,America/New_York,3,17851,1840034851
Ridgecrest,Ridgecrest,LA,Louisiana,Concordia,America/Chicago,3,71334,1840018169
Cedarville,Cedarville,CA,California,Modoc,America/Los_Angeles,3,96104,1840022386
Corfu,Corfu,NY,New York,Genesee,America/New_York,3,14036,1840004369
Fountain City,Fountain City,IN,Indiana,Wayne,America/Indiana/Indianapolis,3,47341,1840010544
Cloverdale,Cloverdale,MS,Mississippi,Adams,America/Chicago,3,39120,1840025950
Bass Lake,Bass Lake,OH,Ohio,Geauga,America/New_York,3,44024,1840145734
Madison Place,Madison Place,OH,Ohio,Hamilton,America/New_York,2,45227,1840145735
Picture Rocks,Picture Rocks,PA,Pennsylvania,Lycoming,America/New_York,3,17762 17737,1840000634
Blue Ridge Manor,Blue Ridge Manor,KY,Kentucky,Jefferson,America/New_York,2,40223,1840013209
White Mills,White Mills,PA,Pennsylvania,Wayne,America/New_York,3,18473 18428,1840026240
La Puerta,La Puerta,TX,Texas,Starr,America/Chicago,3,78582,1840018317
Bakersville,Bakersville,NC,North Carolina,Mitchell,America/New_York,3,28705,1840015345
Jefferson,Jefferson,SD,South Dakota,Union,America/Chicago,3,57038,1840003081
Highmore,Highmore,SD,South Dakota,Hyde,America/Chicago,3,57345,1840002278
Myrtle Springs,Myrtle Springs,TX,Texas,Van Zandt,America/Chicago,3,75169,1840025897
Carnesville,Carnesville,GA,Georgia,Franklin,America/New_York,3,30521,1840014690
McRae,McRae,AR,Arkansas,White,America/Chicago,3,72102,1840015428
White Springs,White Springs,FL,Florida,Hamilton,America/New_York,3,32096,1840017189
Green Mountain Falls,Green Mountain Falls,CO,Colorado,El Paso,America/Denver,3,80819,1840021470
Unionville,Unionville,PA,Pennsylvania,Butler,America/New_York,3,16001,1840147059
Cimarron,Cimarron,NM,New Mexico,Colfax,America/Denver,3,87714,1840022642
Kopperston,Kopperston,WV,West Virginia,Wyoming,America/New_York,3,24854,1840025721
Crabtree,Crabtree,OR,Oregon,Linn,America/Los_Angeles,3,97335 97374,1840023939
Continental Courts,Continental Courts,PA,Pennsylvania,Centre,America/New_York,3,16823,1840150892
Satsop,Satsop,WA,Washington,Grays Harbor,America/Los_Angeles,3,98583 98541,1840018445
Sebeka,Sebeka,MN,Minnesota,Wadena,America/Chicago,3,56477,1840008843
Dalzell,Dalzell,IL,Illinois,Bureau,America/Chicago,3,61362 61320,1840011571
Piper City,Piper City,IL,Illinois,Ford,America/Chicago,3,60959,1840011879
Bloomington,Bloomington,WI,Wisconsin,Grant,America/Chicago,3,53804,1840002970
Yatesville,Yatesville,PA,Pennsylvania,Luzerne,America/New_York,3,18640,1840000779
Clyde,Clyde,CA,California,Contra Costa,America/Los_Angeles,3,94520,1840017607
Forkland,Forkland,AL,Alabama,Greene,America/Chicago,4,36740,1840002097
Edenburg,Edenburg,PA,Pennsylvania,Berks,America/New_York,3,19526,1840034946
Blandinsville,Blandinsville,IL,Illinois,McDonough,America/Chicago,3,61420,1840012109
Bentleyville,Bentleyville,OH,Ohio,Cuyahoga,America/New_York,3,44022,1840003398
Blackduck,Blackduck,MN,Minnesota,Beltrami,America/Chicago,3,56630,1840006601
Eleva,Eleva,WI,Wisconsin,Trempealeau,America/Chicago,3,54738,1840002389
Saybrook,Saybrook,IL,Illinois,McLean,America/Chicago,3,61770,1840011981
Hickory Flat,Hickory Flat,MS,Mississippi,Benton,America/Chicago,3,38633,1840015521
Allenhurst,Allenhurst,GA,Georgia,Liberty,America/New_York,3,31301 31313,1840013846
Melbourne,Melbourne,IA,Iowa,Marshall,America/Chicago,3,50162,1840008113
Nelsonville,Nelsonville,NY,New York,Putnam,America/New_York,3,10516,1840004892
Tekoa,Tekoa,WA,Washington,Whitman,America/Los_Angeles,3,99033,1840021135
Plandome Manor,Plandome Manor,NY,New York,Nassau,America/New_York,3,11030 11050,1840033935
Sunset Valley,Sunset Valley,TX,Texas,Travis,America/Chicago,3,78745 78735,1840022179
Beverly,Beverly,WV,West Virginia,Randolph,America/New_York,3,26253,1840005992
Laytonville,Laytonville,CA,California,Mendocino,America/Los_Angeles,3,95454,1840017534
Umapine,Umapine,OR,Oregon,Umatilla,America/Los_Angeles,3,97862,1840025290
Plains,Plains,GA,Georgia,Sumter,America/New_York,3,31780,1840014918
Valley Bend,Valley Bend,WV,West Virginia,Randolph,America/New_York,3,26293,1840025635
Encore at Monroe,Encore at Monroe,NJ,New Jersey,Middlesex,America/New_York,3,8831,1840148360
Asharoken,Asharoken,NY,New York,Suffolk,America/New_York,3,11768,1840005141
Ryland Heights,Ryland Heights,KY,Kentucky,Kenton,America/New_York,3,41015,1840015174
Marine on St. Croix,Marine on St. Croix,MN,Minnesota,Washington,America/Chicago,3,55047,1840007810
White River,White River,SD,South Dakota,Mellette,America/Chicago,3,57579,1840002630
Pittsford,Pittsford,MI,Michigan,Hillsdale,America/Detroit,3,49271,1840071158
Dudley,Dudley,GA,Georgia,Laurens,America/New_York,3,31022,1840013814
Van Dyne,Van Dyne,WI,Wisconsin,Fond du Lac,America/Chicago,3,54979,1840025421
Dobbins Heights,Dobbins Heights,NC,North Carolina,Richmond,America/New_York,3,28345,1840016474
Leighton,Leighton,AL,Alabama,Colbert,America/Chicago,3,35646,1840016546
